Red,Green,Blue
0.1565313988071158,0.46245015780792725,0.27182048597593916
0.1405583100168408,0.6496271003598203,0.19612222394352377
0.18086042087096602,0.610985825499648,0.0
0.18696136608734124,0.4935464346759926,0.04945449356062069
0.18511914368861462,0.4714957769070729,0.12512618803100659
0.21038452665691,0.31773686214635033,0.1420321245843369
0.1733497865263404,0.31729547654884993,0.18628846851187714
0.17376792757952544,0.22904903119356795,0.0
0.21117172404249604,0.19190998391597539,0.15293844934006062
0.1891485568088445,0.319720233454365,0.32066684572153403
0.18539022055381338,0.5138450224023099,0.1614816215339809
0.17035381730647553,0.4066366874646088,0.2818542765660484
0.21534315877801288,0.6842979647532901,0.1521642092972884
0.15819188802897755,0.3374224583460282,0.0
0.2003113238662583,0.3216125525884128,0.0
0.2539132709498979,0.3344098292267528,0.062340907451419035
0.22384835077981097,0.21326228238037268,0.27166058865331666
0.17317672669727938,0.2109306833104712,0.2615717761378136
0.2076929084118758,0.5385001476772564,0.16976555467887747
0.1979730489923304,0.2156762962877935,0.14416108572446606
0.14943710998647464,0.20115892214054182,0.17709533307080316
0.21204448666978631,0.35199467636579046,0.11479871076654583
0.1485554806475088,0.3925825719131847,0.20600761123884143
0.19864583210183318,0.5197764263446398,0.06315688328054646
0.16259612869718545,0.54831067098614,0.18819989322167313
0.1748401504370432,0.3560742138651472,0.23672470934456996
0.1749015400556026,0.5408898336785672,0.08131568251419014
0.13987401656888998,0.6708468210035554,0.1550063895731476
0.1550776806033575,0.23237914983371932,0.0
0.17211265787716196,0.7057693325300389,0.05253381213257574
0.23092364497038612,0.3553854497095374,0.006884960889831759
0.1691036643464881,0.2248518114393836,0.025403154803614575
0.15342755814372247,0.11492941987781008,0.28427960688147264
0.18633051090666844,0.29755823915728474,0.15517577464333893
0.15823558819073813,0.016340705194536648,0.40666916332265496
0.1901879963003118,0.3151480441027853,0.0
0.1396755061457232,0.6516737894332358,0.2651938548798467
0.2025964510799684,0.2332384442385279,0.28399739879770103
0.19799347853833055,0.5017386672527302,0.15961709444432465
0.13299038446121686,0.2417758573879669,0.07397818335916381
0.1975091912259934,0.2144351876635281,0.10746535850558094
0.17290171469510848,0.5404109533991367,0.19246715356076624
0.158693222128436,0.6055029254230953,0.0
0.2154671832570225,0.3089782652477403,0.1463925953433372
0.18407962380312914,0.4391561161063193,0.20344991984345706
0.19624378493800598,0.46404736948058073,0.20046199603451356
0.14206634223222467,0.4409698611836982,0.07661300974946669
0.14672212566278148,0.331524016098405,0.16832355990350906
0.1787902508396335,0.5874037117710402,0.2737309118971577
0.19278842492272066,0.46906595655141137,0.1395309033175655
0.20631676390948753,0.4900482208255597,0.10555119061421961
0.247259477010129,0.3095724954837272,0.27544569567083377
0.13667121221019185,0.5315424804677183,0.2796568351726838
0.1272834278697624,0.42434258595826413,0.1865414041244044
0.18485890812384195,0.46622339034104454,0.14962231623766636
0.14717256520915223,0.7302068388233163,0.09964621366842008
0.19302483716336713,0.30347404843718595,0.0
0.15556461378753095,0.19985899615872932,0.22015675392244893
0.15819395951866633,0.3638862991230055,0.011566928739626364
0.18552106196145304,0.2840312225458079,0.22923547312467885
0.1935611796926748,0.31772613214133283,0.20002330518370193
0.17843821569069712,0.4247245358534927,0.0
0.17606741601644058,0.4697316958976998,0.25835668221983454
0.1517431911029003,0.7767162935078267,0.18468683168289862
0.13261764371898577,0.29472028288716656,0.2670999164216819
0.21219687428887182,0.4407140222340754,0.1399917703057852
0.14956169178822085,0.6017164110353014,0.016223291322553277
0.2080422333337025,0.5943063552997707,0.1348155554219509
0.20902834098366593,0.6971459562038542,0.1467968799210738
0.1705409455070416,0.40397207136727253,0.06370120973279116
0.15703248621789379,0.4863610145738555,0.10360501778507153
